alim_code;alim_nom_fr;Energie (kcal/100 g);Protéines (g/100 g);Glucides (g/100 g);Lipides (g/100 g)
20072;Petits pois, crus;-;5,84;7;0,55
20073;Asperge, pelée, crue;-;2,04;2,4;0,21
20082;Chou-fleur, surgelé, cru;-;2,09;2,64;0,37
20083;Épinard, surgelé, cru;-;2,87;0,89;0,49
20084;Petits pois, surgelés, crus;-;5,86;8,77;0,44
20085;Poivron vert, cru;26;0,81;3,43;< 0,5
20087;Poivron rouge, cru;36,6;1,06;5,98;< 0,5
20089;Radis noir, cru;29,2;0,94;5,52;< 0,3
20090;Scarole, crue;-;1,25;0,3;0,2
20091;Betterave rouge, crue;-;1,74;9,1;0,24
20097;Échalote, crue;63,6;1,81;12,2;< 0,5
20099;Mâche, crue;16,8;2;0,5;< 0,5
20101;Légumes, mélange surgelé, crus;65,1;2,26;5,71;2,65
20103;Champignon, chanterelle ou girolle, crue;33,1;2,28;2,3;0,78
20105;Champignon, morille, crue;24,5;3,16;0,1;0,54
20106;Champignon, truffe noire, crue;-;5,77;-;0,51
20108;Maïs doux, en épis, surgelé, cru;-;3,36;17;1,19
20111;Oseille, crue;-;1,84;1,6;0,65
20114;Champignon, pleurote, crue;25,5;3,06;1,5;0,36
20116;Chou blanc, cru;36,5;1,38;4,63;0,6
20119;Tomate verte, crue;-;1,2;4;0,2
20123;Batavia, crue;17,9;1,25;1,78;< 0,5
20126;Haricot de Lima, cru;105;6,84;15,3;0,86
20128;Courge musquée, pulpe, crue;-;0,55;4,6;0,1
20132;Potimarron, pulpe, cru;-;0,63;3,1;0,1
20134;Courge hokkaïdo, pulpe, crue;-;1,4;9,98;0,6
20136;Courge melonnette, pulpe, crue;-;0,75;5,98;0,13
20138;Courge doubeurre (butternut), pulpe, crue;-;1;5,4;0,1
20139;Courge, crue;-;1,1;1,6;0,17
20145;Courge spaghetti, pulpe, crue;-;0,64;5,41;0,57
20151;Piment, cru;-;1,87;7,7;0,32
20159;Champignon, oronge vraie, crue;23,2;2;2,45;0,3
20160;Champignon, cèpe, cru;31,6;3,13;3,03;0,43
20161;Champignon, rosé des prés, cru;25,3;2,3;2,45;0,4
20162;Chicorée rouge, crue;-;1,4;1,6;0,1
20163;Chicorée verte, crue;-;1,9;0,5;0,5
20166;Citrouille, pulpe, crue;-;1;6;0,1
20167;Chou chinois ou pak-choi ou pé-tsai, cru;-;1,38;1,65;0,2
20168;Poivron jaune, cru;30,7;0,94;4,73;0,3
20171;Laitue romaine, crue;-;1,24;1,2;0,3
20172;Tomate cerise, crue;33,7;1,31;5,62;< 0,5
20173;Pois mange-tout ou pois gourmand, cru;-;3,08;6,2;0,27
20181;Panais, cru;58,3;1,54;10,1;0,4
20183;"Haricot mungo germé ou pousse de ""soja"", cru";-;2,57;3,4;< 0,5
20192;Tomate côtelée ou coeur de boeuf, crue;19,8;0,5;3,23;< 0,5
20195;Haricot beurre, cru;-;1,85;5,6;0,16
20197;Salsifis noir, ou scorsonère d'Espagne, cru;-;3,13;15,3;0,3
20198;Bambou, pousse, crue;35,1;2,52;5,08;0,2
20199;Cresson alénois, cru;-;2,55;2,2;0,6
20200;Laitue iceberg, crue;-;1,01;2,45;0,18
20201;Rutabaga, cru;-;1,17;5,7;0,13
20203;Haricot beurre, surgelé, cru;-;2;4,9;0,17
20204;Brocoli, surgelé, cru;-;2,79;1,56;0,44
20206;Chou de Bruxelles, surgelé, cru;-;3,43;4,5;0,33
20208;Carotte, surgelée, crue;-;0,63;4,99;0,27
20210;Concombre, pulpe, cru;14,7;0,56;2,23;< 0,5
20214;Petits pois et carottes, surgelés, crus;-;3,89;7,1;0,37
20217;Roquette, crue;-;2,58;2,1;0,66
20218;Chou frisé, cru;-;4,33;4,2;1,07
20228;Champignon de Paris ou champignon de couche, surgelé, cru;15,9;1,8;0,83;0,25
20230;Courgette, pulpe et peau, surgelée, crue;-;1,19;2,18;0,14
20231;Crosne, surgelé, cru;-;1,4;8,7;0
20232;Artichaut, fond, surgelé, cru;-;2,08;8,09;0,43
20233;Maïs doux, surgelé, cru;-;3,28;19,8;0,78
20234;Navet, surgelé, cru;-;0,82;2;0,18
20235;Oignon, surgelé, cru;-;1;5,39;0,12
20236;Poireau, surgelé, cru;26,7;1,42;3,35;0,29
20237;Salsifis, surgelé, cru;-;2,65;4,15;0,15
20238;Oignon rouge, cru;36,3;1,31;5,63;0,4
20239;Oignon jaune, cru;37,8;1,19;6,39;< 0,5
20263;Légumes pour potages, surgelés, crus;34,1;1,44;4,69;0,44
20265;Julienne ou brunoise de légumes, surgelée, crue;-;1,19;4,08;0,25
20266;Légumes pour ratatouille, surgelés;-;1,01;3,23;0,089
20267;Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons);-;2,4;8,48;0,078
20269;Haricot plat, cru;-;1,93;4,47;0,12
20270;Épinard, jeunes pousses pour salades, cru;18,3;2,06;< 0,85;0,4
20272;Mesclun ou salade, mélange de jeunes pousses;-;2;2,5;0
20276;Tomate ronde, crue;20,3;0,5;3,59;< 0,5
20279;Asperge, verte, crue;-;2,46;2,03;0,27
20280;Chou romanesco ou brocoli à pomme, cru;-;2,93;2,2;0,4
20282;Asperge, blanche ou violette, pelée, crue;-;2,5;2,5;0,3
20283;Salicorne (Salicornia sp.), fraîche;-;0,67;1,1;0,24
20288;Salade sucrine, crue;17,9;1,13;2,58;< 0,3
20295;Salade feuille de chêne, crue;14,3;1,13;1,03;< 0,5
20496;Légumes pour couscous, surgelés, crus;46,5;2,05;6,75;0,7
20584;Tomate grappe, crue;20,1;0,5;3,03;< 0,5
25604;Salade verte, crue, sans assaisonnement;-;1,01;1,5;0,1
53100;Banane plantain, crue;-;1,28;29,6;0,39
13177;Chayote ou christophine ou chouchou, bouillie/cuite à l'eau;-;0,62;2,29;0,48
20000;Artichaut, cuit;-;2,53;0,99;0,28
20001;Asperge, bouillie/cuite à l'eau;-;2,68;0,81;0,32
20002;Aubergine, cuite;-;1,33;4,17;0,28
20003;Betterave rouge, cuite;42,8;1,44;7,13;0,4
20005;Bette ou blette, cuite;14,7;0,7;1,23;< 0,5
20006;Brocoli, cuit;-;2,1;1,1;0,78
20007;Carotte, appertisée, égouttée;21,9;0,67;3,4;0,2
20008;Carotte, cuite;18,9;0,55;2,6;0,1
20011;Champignon, tout type, appertisé, égoutté;24,9;1,87;2,56;0,29
20013;Chou de Bruxelles, cuit;-;2,6;4,2;0,11
20015;Chou vert, cuit;-;1,03;3,04;0,45
20017;Chou-fleur, cuit;20,9;1,6;1,6;0,46
20018;Coeur de palmier, appertisé, égoutté;-;2,45;4,03;0,5
20021;Courgette, pulpe et peau, cuite;15,5;0,93;1,4;0,36
20024;Céleri branche, cuit;-;0,83;1,2;0,16
20025;Céleri-rave, cuit;-;1,3;4,6;0,86
20027;Épinard, cuit;-;3,2;0,5;0,14
20029;"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté";-;1,56;2,36;0,12
20030;Haricot vert, cuit;29,4;2;3;0,17
20033;Navet, cuit;-;0,9;3,8;0,2
20035;Oignon, cuit;-;1,3;6,2;0,2
20036;Petits pois, appertisés, égouttés;81,5;5,12;10,7;0,8
20037;Petits pois, cuits;-;5,8;4,7;0,87
20040;Poireau, cuit;-;1,1;3;0,2
20043;Potiron, appertisé, égoutté;-;1,1;5,19;0,28
20046;Salsifis, cuit;-;2,73;12,3;0,17
20048;Tomate, pelée, appertisée, égouttée;18,3;1,07;1,89;0,28
20049;Maïs doux, en épis, cuit;-;3,41;18,6;1,5
20051;Macédoine de légumes, appertisée, égouttée;40,4;2,32;5,59;0,28
20060;Épinard, appertisé, égoutté;-;2,81;0,93;0,5
20062;Haricot vert, appertisé, égoutté;23,1;1,33;2,07;0,31
20063;Haricot beurre, appertisé, égoutté;-;1,22;3,48;0,23
20066;Maïs doux, appertisé, égoutté;106;2,82;18,4;1,68
20067;Artichaut, appertisé, égoutté;-;1,5;6,5;0,2
20068;Tomate, concentré, appertisé;99,2;4,4;17,1;0,53
20071;Haricot vert, surgelé, cuit;36,3;1,95;5,1;0,19
20074;Artichaut, cuit à la vapeur sous pression;47,3;2,63;3,24;< 0,3
20076;Asperge, appertisée, égouttée;-;1,58;1,43;0,27
20077;Chou de Bruxelles, appertisé, égoutté;-;2,5;4,1;0,53
20078;Céleri branche, appertisé, égoutté;13,1;0,63;1,38;0,15
20079;Champignon de Paris ou champignon de couche, appertisé, égoutté;19,4;2,23;0,7;0,37
20081;Salsifis, appertisé, égoutté;-;1,25;4,25;0,15
20086;Poivron vert, cuit;-;0,92;2,36;0,2
20088;Poivron rouge, cuit;-;1,4;7;0,3
20093;Petits pois et carottes, appertisés, égouttés;49;2,51;7,39;0,33
20094;Chou-rave, bouilli/cuit à l'eau;-;1,8;4,4;0,11
20095;Chou rouge, bouilli/cuit à l'eau;-;1,51;3,32;0,09
20096;Potiron, cuit;-;0,81;4,5;0,07
20102;Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau;28,7;2,17;3;0,47
20118;Fenouil, bouilli/cuit à l'eau;-;1,13;0,8;< 0,1
20121;Épinard, surgelé, cuit;-;4,01;0,51;0,87
20122;Chou-fleur, surgelé, cuit;18;1,61;1,05;0,22
20124;Petits pois, surgelés, cuits;-;5,15;7,95;0,27
20125;Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse;38,4;4,44;4,53;0,6
20133;Panais, cuit;67,8;1,32;13,4;0,3
20135;Fondue de poireau;-;1,1;0;5,2
20141;Courge doubeurre (butternut), pulpe, cuite;-;1,23;-;0,07
20143;Courge spaghetti, pulpe, cuite;-;0,66;5,06;0,26
20155;Artichaut, coeur, appertisé, égoutté;26;1,8;2,31;< 0,5
20156;Artichaut, fond, appertisé, égoutté;25,2;1,2;3,02;< 0,5
20158;Tétragone cornue, cuite;-;1,3;1;0,17
20165;Rutabaga, cuit;-;0,93;4,26;0,18
20169;Tomate, pulpe, appertisée;26,1;1,2;3,63;< 0,5
20170;Tomate, purée, appertisée;47,1;1,4;7,54;0,4
20188;Bambou, pousses, appertisées, égouttées;-;1,61;1,9;0,15
20205;Brocoli, surgelé, cuit;-;3,1;2,36;0,11
20207;Chou de Bruxelles, surgelé, cuit;-;3,64;4,22;0,39
20209;Carotte, surgelée, cuite;32,9;0,58;4,52;0,68
20212;Champignon, lentin comestible ou shiitaké, cuit;60,9;1,56;12,3;0,22
20215;Petits pois et carottes, surgelés, cuits;-;3,09;7,02;0,42
20216;Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau;30,5;2,25;3,39;0,3
20219;Chou frisé, cuit;-;1,9;3,63;0,4
20221;Chou chinois (pak-choi ou pé-tsai), cuit;-;1,53;0,75;0,17
20241;Cardon, cuit;-;0,76;3,63;0,11
20242;Tomate, pulpe et peau, bouillie/cuite à l'eau;-;0,95;2,8;0,11
20243;Pois mange-tout ou pois gourmands, cuits;-;3,5;5,92;0,38
20255;Échalote, cuite;-;2,13;13,5;< 0,5
20257;Haricots verts, purée;-;1,7;4,2;2,9
20258;Légumes (3-4 sortes en mélange), purée;61,8;1,94;4,25;3,4
20259;Brocoli, purée;-;2,5;2,75;0,38
20260;Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%);-;2,05;8,53;0,2
20261;Carotte, purée;31,5;0,88;5,06;< 0,3
20264;Courgette, purée;-;2,8;6,5;1,9
20268;Tomate, double concentré, appertisé;92,8;3,73;17;0,29
20271;Macédoine de légumes, surgelée, pré-cuite (à recuire);54,5;3,48;6,8;0,28
20275;Poivron rouge, appertisé, égoutté;-;0,91;4,42;0,77
20277;Asperge blanche, bouillie/cuite à l'eau;18,6;1,44;1,63;0,3
20278;Céleri-rave, purée;-;1,37;2,83;0,18
20284;Petits pois, purée;-;4,8;8;2,8
20285;Épinard, purée;-;3,7;5,2;2,2
20289;Tomate, pulpe et peau, rôtie/cuite au four;31,1;0,88;4,13;0,6
20290;Chou romanesco ou brocoli à pomme, cuit;35,8;3;2,03;0,8
20291;Potimarron, pulpe, cuit à l'étouffée;44,8;1,31;7,05;0,5
20292;Courge musquée, pulpe, cuite;30,7;1,06;5,24;< 0,5
20298;Carotte, purée cuisinée à la crème, préemballée;44,4;1,44;4,57;1,6
20299;Asperge verte, bouillie/cuite à l'eau;26,6;2,69;1,73;0,3
20300;Aubergine, pulpe et peau, rôtie/cuite au four;33,8;1,31;3,83;< 0,3
20301;Bette ou blette, côte et feuille, bouillie/cuite à l'eau;16,9;0,88;1,43;0,3
20302;Brocoli, bouilli/cuit à l'eau, croquant;23,5;2,5;1,23;0,4
20303;Brocoli, bouilli/cuit à l'eau, fondant;23,1;2,19;1,03;0,5
20304;Brocoli, cuit à la vapeur;37,6;4,13;2,53;0,7
20305;Carotte, bouillie/cuite à l'eau, croquante;35,7;0,75;6,33;< 0,3
20306;Carotte, bouillie/cuite à l'eau, fondante;31,6;< 0,5;5,73;< 0,3
20307;Carotte, cuite à la vapeur;41,6;0,63;7,33;0,3
20308;Chou blanc, bouilli/cuit à l'eau;23,5;1;3,23;< 0,3
20309;Chou de Bruxelles, bouilli/cuit à l'eau;45,4;3,19;5,4;< 0,3
20310;Chou rouge, cuit à l'étouffée;34,9;1,19;5,7;< 0,3
20311;Chou vert, bouilli/cuit à l'eau;21,6;1,63;1,83;< 0,3
20312;Chou-fleur, cuit à la vapeur;30,1;2,56;3,41;0,3
20313;Courgette, pulpe et peau, rôtie/cuite au four;23;1,5;3,13;< 0,3
20314;Céleri branche, cuit à l'étouffée;16,7;0,75;2,48;< 0,3
20315;Céleri rave, bouilli/cuit à l'eau;26,2;0,94;4,32;0,3
20316;Endive, rôtie/cuite au four;23,5;1,13;4,38;< 0,3
20317;Fenouil, cuit à l'étouffée;13,7;< 0,5;1,94;< 0,3
20318;Haricot beurre, bouilli/cuit à l'eau;34,6;2,19;4,45;0,3
20320;Haricot vert, bouilli/cuit à l'eau;28;1,75;3,39;< 0,3
20321;Navet, bouilli/cuit à l'eau;21,1;0,75;3,23;< 0,3
20322;Oignon blanc ou jaune, sauté/poêlé sans matière grasse;40,2;1,56;6,73;< 0,3
20323;Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse;27,6;1,13;3,56;0,3
20324;Oignon rouge, sauté/poêlé sans matière grasse;42,4;1,69;7,55;< 0,3
20325;Panais, cuit à l'étouffée;90,8;1,94;16,6;0,5
20326;Petits pois, bouillis/cuits à l'eau;80,3;6,38;9,93;0,6
20327;Poireau, bouilli/cuit à l'eau;27,4;2,56;2,23;< 0,3
20328;Poivron jaune, sauté/poêlé sans matière grasse;35,8;1;5,33;0,6
20329;Poivron rouge, sauté/poêlé sans matière grasse;35,7;0,94;6,53;< 0,3
20330;Poivron vert, sauté/poêlé sans matière grasse;28,6;1,25;3,53;0,3
20331;Potimarron, pulpe, bouilli/cuit à l'eau;38,2;1,06;6,88;0,3
20332;Potiron, rôti/cuit au four;30,2;< 0,5;5,66;< 0,3
20333;Salsifis, bouilli/cuit à l'eau;57,9;2,63;9,29;< 0,3
20334;Tomate, rôtie/cuite au four;25,3;1;3,53;0,4
20335;Échalote, sautée/poêlée sans matière grasse;66,9;2;12,3;0,4
20336;Épinard, bouilli/cuit à l'eau;28,1;3,38;< 0,85;0,7
20497;Légumes pour couscous, cuits;-;1,53;2,55;0,43
20499;Légume cuit (aliment moyen);43,5;2,11;5,81;0,3
20590;Crosne, cuit;50,8;2,13;9,11;< 0,5
58103;Gombo, fruit, cuit;-;1,87;2,01;0,21
20092;Carotte, déshydratée;-;8,1;56;1,49
20180;Oignon, séché;-;8,95;75;0,46
20189;Tomate, séchée;-;14,2;43,3;2,99
20202;Champignon noir, séché;-;7,27;-;0,075
20211;Champignon, lentin comestible ou shiitaké, séché;316;9,58;63,9;0,99
20256;Tomate, séchée, à l'huile;187;4,27;13,4;11,7
20800;Banane jaune, pulpe, cuite à la vapeur, prélevée à la Martinique;-;1,06;-;0,057
20801;Chips de giraumon (variété locale), pulpe, prélevé à la Martinique;-;-;12,3;-
20802;Chips de giraumon (variété phoenix), pulpe, prélevé à la Martinique;-;-;13,9;-
20803;Chou dur ou chou caraïbe, pulpe, cuit à la vapeur, prélevé à la Martinique;-;3,25;-;0,0033
20804;Christophine à peau blanche, pulpe, cuite à la vapeur, prélevée à la Martinique;-;1,21;5,93;0,033
20805;Christophine à peau verte, pulpe, cuite à la vapeur, prélevée à la Martinique;-;1,23;4,6;0,023
20806;Christophine blanche, pulpe, appertisée, non égouttée, prélevée à la Martinique;-;-;-;-
20807;Christophine, pulpe, cuite à la vapeur, surgelée, prélevée à la Martinique;-;-;-;-
20808;Concombre, pulpe avec graines, cru, prélevé à la Martinique;-;0,73;-;0,58
20809;Concombre, pulpe, cru, prélevé à la Martinique;-;0,42;-;0,27
20810;Cresson, feuille, cru, prélevé à la Martinique;-;2,25;traces;0,1
20811;Dachine, pulpe, cuit à la vapeur, prélevé à la Martinique;-;1,15;-;0,3
20812;Farine de pulpe de patate douce, prélevée à la Martinique;-;-;50,1;-
20813;Fruit à pain, pulpe, cuit à la vapeur, prélevé à la Martinique;-;1,29;-;0,11
20814;Giraumon (variété locale), pulpe, cuit à la vapeur, prélevé à la Martinique;-;1,1;4,51;0,097
20815;Giraumon (variété locale), pulpe, cuit à la vapeur, surgelé, prélevé à la Martinique;-;-;3,75;-
20816;Giraumon (variété locale), pulpe, râpé, cru, prélevé à la Martinique;-;-;2,42;-
20817;Giraumon (variété phoenix), pulpe, cuit à la vapeur, prélevé à la Martinique;-;1,03;5,62;0,05
20818;Giraumon (variété phoenix), pulpe, râpé, cru, prélevé à la Martinique;-;-;3,51;-
20819;Giraumon (variété phoenix), pulpe, surgelé, cuit à la vapeur, prélevé à la Martinique;-;-;4,37;-
20820;Gombo, entier, appertisé, non égoutté, prélevé à la Martinique;-;-;-;-
20821;Gombo, entier, cuit à la vapeur, prélevé à la Martinique;-;1,8;4,69;0,3
20822;Gombo, pulpe, blanchi, surgelé, prélevé à la Martinique;-;0,24;5,28;0,1
20823;Igname cousse-couche, pulpe, cuit à la vapeur, prélevé à la Martinique;-;1,65;17,9;0,3
20824;Igname jaune, pulpe, cuit à la vapeur, prélevé à la Martinique;-;2,04;27,6;0,37
20825;Igname saint martin, pulpe, cuit à la vapeur, prélevé à la Martinique;-;2,25;18,4;0,3
20826;Topinambour, pulpe, cuit à la vapeur, prélevé à la Martinique;-;1,23;-;0,18
20827;Kamanioc, pulpe, cuit à la vapeur, prélevé à la Martinique;-;0,6;-;0
20828;Massissi, pulpe, cru, prélevé à la Martinique;-;2,58;-;0,8
20829;Papaye, pulpe, crue, prélevée à la Martinique;-;0,67;-;0,0033
20830;Papaye, pulpe, cuite à la vapeur, prélevée à la Martinique;-;0,63;-;0
20831;Patate douce, pulpe, blanchie, surgelée, prélevée à la Martinique;-;-;19,3;-
20832;Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique;-;1,48;25,2;0,067
20833;Pois d'angole, entier, cuit à la vapeur, prélevé à la Martinique;-;16,3;-;0,74
20834;Ti nain, pulpe, cuit à la vapeur, prélevé à la Martinique;-;1,13;-;0,05
20835;Tomate, entière, crue, prélevée à la Martinique;-;1,06;-;0,06
20296;Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis);17,7;1,69;1,7;< 0,3
20297;Chayote ou christophine ou chouchou, pulpe avec pépins, cuite à la vapeur, prélevée à La Réunion (Sechium edule);22,2;0,63;3,5;< 0,3
4000;Tapioca ou Perles du Japon, cru;354;0,19;87,8;0,02
4002;Pomme de terre, sans peau, rôtie/cuite au four;91,9;1,96;20,1;0,1
4003;Pomme de terre, bouillie/cuite à l'eau;80,5;1,8;16,7;0,34
4004;Chips de pommes de terre nature ou aromatisées, standard;545;5,67;51,1;34,3
4007;Pomme de terre nouvelle, bouillie/cuite à l'eau;-;1,44;-;0,3
4008;Pomme de terre, sans peau, crue;80,5;2,16;16,2;0,18
4011;Pomme de terre, appertisée, égouttée;59,9;1,47;11,7;0,34
4013;Pomme de terre noisette, surgelée, crue;181;2,76;24,9;7,22
4014;Pomme de terre vapeur, sous vide;73,6;1,7;15,4;0,2
4015;Pomme de terre poêlée, avec matière grasse;137;2,5;17,3;5,7
4016;Pomme de terre, flocons déshydratés, au lait ou à la crème;371;10,6;69,4;3,97
4017;Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse;97,9;1,92;10,2;5,18
4018;Pomme de terre, purée, avec lait et beurre, non salée;88,8;1,89;14,2;2,4
4019;Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée;67,3;2,63;12,1;0,53
4020;Pomme de terre dauphine, surgelée, crue;285;4,62;25,6;17,7
4021;Pomme de terre dauphine, surgelée, cuite;302;4,5;30,2;17,7
4022;Pomme de terre, flocons déshydratés, nature;361;8,04;76,1;0,46
4023;Pomme de terre nouvelle, crue;76,4;1,88;15,9;0,3
4025;Potatoes ou Wedges ou Quartiers de pommes de terre épicés, surgelées, cuites;174;3,25;25,3;5,8
4026;Pomme de terre, rôtie/cuite au four;89,4;2,5;18,5;0,13
4027;Pomme de terre sautée/rissolée, pré-frite, surgelée, cuite;156;2,81;23;4,8
4028;Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau;76,1;1,81;15,7;< 0,5
4029;Pomme de terre primeur, sans peau, bouillie/cuite à l'eau;71,6;1,84;14,9;< 0,1
4030;Frites de pommes de terre, surgelées, rôties/cuites au four;213;3,75;32,6;6,6
4032;Frites de pommes de terre, surgelées, cuites en friteuse;285;3,28;39,4;11,9
4034;Pomme de terre duchesse, surgelée, cuite;218;3,44;29,5;8,5
4035;Pomme de terre noisette, surgelée, cuite;191;2,81;28,5;6,6
4036;Pomme de terre sautée/poêlée à la graisse de canard;213;2,54;21,9;12,1
4037;Chips de pommes de terre nature ou aromatisées, à l'ancienne;570;5,62;49,8;37,6
4038;Chips de pommes de terre et assimilés nature ou aromatisées, allégées en matière grasse;463;6,58;62,1;19,8
4039;Rostis ou Galette de pomme de terre;182;2,38;22,5;8,3
4042;Pomme de terre duchesse, surgelée, crue;178;2,8;23,2;7,72
4043;Pomme de terre sautée/ rissolée, pré-frites, surgelée, crue;135;2,32;20,9;4,2
4044;Frites de pommes de terre, surgelées, préfrites, pour cuisson rôtie/ au four;154;2,41;23,4;5,09
4045;Frites de pommes de terre, surgelées, préfrites, pour cuisson micro-ondes;254;3,5;34;10,8
4046;Frites de pommes de terre, surgelées, préfrites, pour cuisson en friteuse;244;3,12;29,1;12,1
4047;Pomme de terre, purée (aliment moyen);91,8;2,11;12,7;3,25
4048;Pomme de terre, cuite (aliment moyen);93,2;2,01;17,2;1,37
4101;Patate douce, crue;86,3;1,51;18,3;0,15
4102;Patate douce, cuite;62,8;1,69;12,2;0,15
4103;Patate douce, purée, cuisinée à la crème;79,8;1,1;12,1;2
20050;Topinambour, cuit;81,9;1,8;16;0,7
